qseqid	sseqid	evalue	bitscore	qstart	qend	sstart	send	pident	qcov	scov
CM057397.1.g1468.t1	5061.CADANGAP00010338	0.0	1246.0	1	627	1	627	99.7	100.0	100.0
CM057397.1.g1469.t1	5061.CADANGAP00010337	2.76e-185	516.0	1	279	1	279	98.9	100.0	100.0
CM057397.1.g1470.t1	5061.CADANGAP00010336	0.0	3618.0	4	1905	31	1992	96.7	99.8	98.5
CM057397.1.g1471.t1	40384.G7XRR9	0.0	1094.0	1	615	1	643	87.9	100.0	100.0
CM057397.1.g1472.t1	40384.G7XRR8	0.0	1025.0	1	524	1	524	96.4	100.0	100.0
CM057397.1.g1473.t1	5061.CADANGAP00010333	6.34e-166	464.0	1	238	1	238	99.2	100.0	100.0
CM057397.1.g1474.t1	40384.G7XRR6	9.66e-291	794.0	1	406	1	406	96.6	100.0	100.0
CM057397.1.g1475.t1	5061.CADANGAP00010330	0.0	1684.0	1	946	1	946	99.8	100.0	100.0
CM057397.1.g1476.t1	5061.CADANGAP00010329	3.46e-152	437.0	41	264	167	408	92.6	84.8	59.3
CM057397.1.g1477.t1	5061.CADANGAP00010328	3.25e-126	364.0	1	202	1	285	70.9	100.0	100.0
CM057397.1.g1478.t1	5061.CADANGAP00010327	0.0	2203.0	1	1094	1	1094	99.9	100.0	100.0
CM057397.1.g1479.t1	5061.CADANGAP00010326	7.7e-186	542.0	1	516	1	582	74.8	97.5	92.7
CM057397.1.g1480.t1	40384.G7XRR0	3.4e-183	513.0	1	302	1	299	88.7	100.0	100.0
CM057397.1.g1481.t1	40384.G7XRQ9	0.0	921.0	1	577	256	796	84.4	92.3	64.1
CM057397.1.g1482.t1	36651.K9GS98	1.32e-25	97.1	1	77	1	77	63.6	97.5	97.5
CM057397.1.g1483.t1	5061.CADANGAP00002980	1.01e-71	224.0	1	112	254	365	100.0	99.1	30.6
CM057397.1.g1484.t1	5061.CADANGAP00002979	2.87e-294	801.0	1	383	1	383	99.5	100.0	100.0
CM057397.1.g1485.t1	5061.CADANGAP00002976	1.07e-80	248.0	1	228	1	228	90.4	100.0	100.0
CM057397.1.g1486.t1	5061.CADANGAP00002975	0.0	1087.0	1	594	1	594	93.9	100.0	100.0
CM057397.1.g1487.t1	5061.CADANGAP00002974	0.0	1010.0	1	527	1	522	98.3	100.0	100.0
CM057397.1.g1488.t1	5061.CADANGAP00002972	8.26e-117	342.0	159	340	1	182	98.4	53.5	100.0
CM057397.1.g1489.t1	5061.CADANGAP00002971	3.67e-136	384.0	1	184	1	184	96.2	100.0	100.0
CM057397.1.g1490.t1	5061.CADANGAP00002970	1.23e-277	758.0	1	379	1	379	100.0	100.0	100.0
CM057397.1.g1491.t1	5061.CADANGAP00002968	1.18e-267	754.0	430	829	6	436	91.9	48.3	98.9
CM057397.1.g1492.t1	5061.CADANGAP00002967	0.0	1085.0	1	651	1	722	78.4	95.6	89.7
CM057397.1.g1493.t1	5061.CADANGAP00002966	7.64e-221	610.0	1	318	21	338	97.5	100.0	94.1
CM057397.1.g1494.t1	5061.CADANGAP00002965	5.06e-175	493.0	1	260	1	262	95.0	97.4	76.2
CM057397.1.g1495.t1	5061.CADANGAP00002964	0.0	1008.0	2	536	1	535	98.1	99.8	100.0
CM057397.1.g1498.t1	5061.CADANGAP00002957	0.0	1001.0	1	516	1	518	97.3	100.0	100.0
CM057397.1.g1499.t1	5061.CADANGAP00002955	1.5e-208	579.0	30	340	1	311	94.9	91.5	100.0
CM057397.1.g1500.t1	5061.CADANGAP00002953	2.3e-244	699.0	1	368	322	689	94.8	53.6	53.4
CM057397.1.g1501.t1	40384.G7Y166	0.0	2507.0	1	1299	1	1301	97.5	100.0	100.0
CM057397.1.g1502.t1	40384.G7Y167	0.0	1130.0	1	553	1	553	96.9	100.0	100.0
CM057397.1.g1503.t1	40384.G7Y168	3.63e-198	583.0	4	335	715	1027	89.2	77.9	30.0
CM057397.1.g1504.t1	5061.CADANGAP00007296	0.0	1141.0	6	631	1	644	91.5	98.6	91.9
CM057397.1.g1505.t1	40384.G7XYR2	3.01e-211	593.0	1	383	1	430	79.1	100.0	100.0
CM057398.1.g1506.t1	40384.G7X950	3.03e-159	446.0	1	228	1	228	95.6	100.0	100.0
CM057398.1.g1507.t1	40384.G7X951	1.83e-193	540.0	1	301	1	325	88.3	100.0	100.0
CM057398.1.g1508.t1	5061.CADANGAP00013807	0.0	2017.0	1	1274	1	1274	99.4	89.3	99.8
CM057398.1.g1509.t1	5061.CADANGAP00013809	0.0	1133.0	1	590	1	608	96.7	100.0	100.0
CM057398.1.g1510.t1	5061.CADANGAP00013810	1.46e-287	784.0	1	383	1	383	99.5	100.0	100.0
CM057398.1.g1511.t1	5061.CADANGAP00013811	6.85e-277	756.0	1	374	1	374	99.7	100.0	100.0
CM057398.1.g1512.t1	40384.G7X958	3.57e-281	785.0	1	485	1	480	85.2	94.0	71.0
CM057398.1.g1513.t1	5061.CADANGAP00013812	2.35e-110	342.0	1	180	721	900	100.0	100.0	20.0
CM057398.1.g1514.t1	40384.G7X959	0.0	1007.0	1	567	1	567	95.9	100.0	100.0
CM057398.1.g1515.t1	40384.G7XT53	1.35e-252	695.0	1	369	8	383	96.0	100.0	98.2
CM057398.1.g1516.t1	5061.CADANGAP00013819	4.43e-57	182.0	1	87	1	87	98.9	88.8	39.9
CM057398.1.g1517.t1	5061.CADANGAP00013820	0.0	1423.0	1	769	1	767	93.4	100.0	100.0
CM057398.1.g1518.t1	40384.G7XT56	2.97e-294	807.0	8	434	52	478	93.9	98.4	89.3
CM057398.1.g1519.t1	5061.CADANGAP00013822	0.0	1191.0	1	593	1	593	98.5	100.0	97.4
CM057398.1.g1520.t1	5061.CADANGAP00013823	1.23e-178	503.0	1	285	1	339	79.1	97.6	97.4
CM057398.1.g1521.t1	5061.CADANGAP00013824	0.0	986.0	1	525	1	525	99.4	100.0	100.0
CM057398.1.g1522.t1	40384.G7XT60	0.0	1301.0	35	797	1	764	98.6	93.0	95.4
CM057398.1.g1523.t1	40384.G7XT61	1.7e-142	408.0	1	273	1	275	96.0	100.0	100.0
CM057398.1.g1524.t1	5061.CADANGAP00013827	9.06e-60	184.0	1	94	1	94	98.9	100.0	100.0
CM057398.1.g1525.t1	5061.CADANGAP00013828	1.41e-287	789.0	1	441	1	441	99.1	100.0	100.0
CM057398.1.g1526.t1	5061.CADANGAP00013829	0.0	886.0	1	468	91	552	96.8	97.1	81.1
CM057398.1.g1527.t1	5061.CADANGAP00013830	2.44e-242	665.0	1	332	1	332	100.0	100.0	100.0
CM057398.1.g1528.t1	5061.CADANGAP00013831	0.0	1390.0	1	760	1	757	97.2	100.0	100.0
CM057398.1.g1529.t1	5061.CADANGAP00013832	1.23e-203	565.0	1	309	1	309	97.1	100.0	100.0
CM057398.1.g1530.t1	40384.G7XSN5	0.0	996.0	1	544	1	545	96.0	98.4	97.3
CM057398.1.g1531.t1	5061.CADANGAP00013834	4.92e-247	687.0	1	434	1	460	94.3	100.0	100.0
CM057398.1.g1532.t1	5061.CADANGAP00013835	2.36e-143	404.0	1	197	1	197	100.0	100.0	100.0
CM057398.1.g1533.t1	40384.G7XSN8	7.85e-242	663.0	1	320	1	320	100.0	100.0	100.0
CM057398.1.g1534.t1	5061.CADANGAP00013837	0.0	1365.0	1	813	1	766	94.0	100.0	100.0
CM057398.1.g1535.t1	5061.CADANGAP00013838	0.0	963.0	1	509	1	509	97.6	100.0	100.0
CM057398.1.g1536.t1	69781.S8B0L3	3.35e-130	392.0	9	243	247	517	74.5	96.7	36.3
CM057398.1.g1537.t1	69781.S8B0L3	1.74e-60	205.0	1	132	596	746	70.4	100.0	20.2
CM057398.1.g1538.t1	5061.CADANGAP00013840	7.93e-273	753.0	1	463	1	463	100.0	100.0	100.0
CM057398.1.g1539.t1	5061.CADANGAP00013841	3.43e-239	659.0	1	353	1	353	100.0	100.0	100.0
CM057398.1.g1540.t1	40384.G7XSP4	0.0	966.0	8	499	39	530	98.4	98.6	92.8
CM057398.1.g1541.t1	40384.G7XSP5	1.06e-263	726.0	1	381	57	437	96.6	100.0	87.2
CM057398.1.g1542.t1	5061.CADANGAP00013845	0.0	2555.0	23	1519	1	1479	98.5	98.6	100.0
CM057398.1.g1543.t1	5061.CADANGAP00013849	0.0	1330.0	1	679	1	679	99.7	100.0	98.8
CM057398.1.g1544.t1	40384.G7XSP8	9.64e-255	702.0	1	398	1	396	95.0	99.7	99.7
CM057398.1.g1545.t1	5061.CADANGAP00013854	0.0	983.0	1	532	1	532	98.7	100.0	100.0
CM057398.1.g1546.t1	5061.CADANGAP00013855	5.79e-65	198.0	1	103	1	104	99.0	100.0	100.0
CM057398.1.g1547.t1	5061.CADANGAP00013856	4.63e-271	773.0	1	439	689	1131	92.3	100.0	39.2
CM057398.1.g1548.t1	40384.G7XSQ2	0.0	1357.0	1	676	1	676	96.6	100.0	100.0
CM057398.1.g1549.t1	5061.CADANGAP00013857	0.0	881.0	1	423	1	423	100.0	100.0	100.0
CM057398.1.g1551.t1	5061.CADANGAP00013860	0.0	922.0	1	460	1	460	100.0	100.0	100.0
CM057398.1.g1552.t1	5061.CADANGAP00013863	3.14e-118	338.0	1	171	1	175	97.7	100.0	100.0
CM057398.1.g1553.t1	40384.G7XSQ6	2.01e-176	499.0	1	299	1	302	92.1	86.9	87.5
CM057398.1.g1554.t1	5061.CADANGAP00013866	0.0	942.0	1	476	33	508	99.4	100.0	93.7
CM057398.1.g1556.t1	5061.CADANGAP00013871	1.3e-97	292.0	1	215	1	169	69.3	100.0	60.1
CM057398.1.g1557.t1	5061.CADANGAP00013872	9.85e-125	355.0	1	180	9	188	98.9	100.0	95.7
CM057398.1.g1558.t1	40384.G7XSR1	3.26e-88	259.0	1	130	1	130	100.0	100.0	100.0
CM057398.1.g1559.t1	5061.CADANGAP00013876	0.0	3140.0	25	2290	22	2278	97.7	98.7	98.3
CM057398.1.g1560.t1	5061.CADANGAP00013877	2.42e-263	723.0	1	386	1	388	99.0	100.0	100.0
CM057398.1.g1561.t1	40384.G7XSR4	0.0	949.0	1	511	463	973	98.0	100.0	52.5
CM057398.1.g1562.t1	5061.CADANGAP00013879	1.6e-289	792.0	1	424	1	424	100.0	100.0	100.0
CM057398.1.g1563.t1	5061.CADANGAP00013880	5.09e-300	821.0	1	447	1	447	99.8	100.0	100.0
CM057398.1.g1564.t1	5061.CADANGAP00013881	5.53e-249	687.0	1	389	1	387	97.9	100.0	100.0
CM057398.1.g1565.t1	5061.CADANGAP00013882	0.0	930.0	1	461	1	461	99.3	100.0	100.0
CM057398.1.g1566.t1	5061.CADANGAP00013883	0.0	915.0	1	542	120	661	96.5	100.0	82.0
CM057398.1.g1567.t1	5061.CADANGAP00013884	0.0	898.0	1	443	1	443	99.8	100.0	100.0
CM057398.1.g1568.t1	40384.G7XSS0	7.12e-152	429.0	1	227	1	232	96.1	93.0	99.6
CM057398.1.g1569.t1	5061.CADANGAP00013886	6.9e-257	712.0	1	433	1	433	99.1	94.5	95.0
CM057398.1.g1570.t1	5061.CADANGAP00013887	5.07e-301	825.0	1	467	1	467	99.4	100.0	100.0
CM057398.1.g1571.t1	40384.G7XSS3	0.0	1061.0	1	551	1	551	99.6	100.0	100.0
CM057398.1.g1572.t1	5061.CADANGAP00013890	7.92e-124	360.0	1	168	207	374	100.0	100.0	44.9
CM057398.1.g1573.t1	5061.CADANGAP00013891	1.85e-243	669.0	1	348	1	348	97.1	100.0	99.7
CM057398.1.g1574.t1	40384.G7XSS6	0.0	1358.0	1	680	1	724	88.8	59.3	97.4
CM057398.1.g1576.t1	5061.CADANGAP00013899	1.37e-300	820.0	1	409	1	425	96.2	100.0	100.0
CM057398.1.g1578.t1	5061.CADANGAP00013903	0.0	1162.0	1	587	191	777	99.7	100.0	75.5
CM057398.1.g1579.t1	5061.CADANGAP00013907	0.0	1731.0	7	902	24	918	99.3	99.3	97.5
CM057398.1.g1580.t1	40384.G7XST3	0.0	1098.0	1	574	1	574	97.9	100.0	100.0
CM057398.1.g1581.t1	5061.CADANGAP00013911	5.34e-141	400.0	1	222	1	222	100.0	100.0	100.0
CM057398.1.g1582.t1	5061.CADANGAP00013913	0.0	1089.0	1	570	1	570	100.0	99.8	76.4
CM057398.1.g1583.t1	5061.CADANGAP00013915	0.0	969.0	1	484	1	484	99.2	100.0	100.0
CM057398.1.g1584.t1	5061.CADANGAP00013916	0.0	1380.0	1	692	1	667	96.2	100.0	100.0
CM057398.1.g1585.t1	5061.CADANGAP00013917	7.11e-143	404.0	1	216	1	216	100.0	100.0	100.0
CM057398.1.g1586.t1	5061.CADANGAP00013918	0.0	1513.0	7	768	1	762	99.2	99.2	100.0
CM057398.1.g1587.t1	40384.G7XSU1	3.15e-39	160.0	1	589	1	543	57.1	95.3	93.3
CM057398.1.g1588.t1	40384.G7XSU2	0.0	1009.0	1	549	1	549	93.3	100.0	100.0
CM057398.1.g1589.t1	5059.CADAFLAP00009815	1.26e-182	521.0	5	425	6	376	64.9	94.6	98.7
CM057398.1.g1590.t1	40384.G7XSU6	0.0	1642.0	80	1054	53	1027	93.2	92.5	94.9
CM057398.1.g1591.t1	5061.CADANGAP00013927	1.81e-223	615.0	1	304	1	304	100.0	100.0	100.0
CM057398.1.g1592.t1	40384.G7XSU8	1.78e-242	680.0	1	354	97	450	95.8	97.5	54.0
CM057398.1.g1593.t1	5061.CADANGAP00013929	0.0	1020.0	64	604	1	529	96.7	89.6	100.0
CM057398.1.g1594.t1	5061.CADANGAP00013930	0.0	1749.0	1	847	1	847	99.2	100.0	100.0
CM057398.1.g1595.t1	5061.CADANGAP00013931	5.67e-258	708.0	1	370	1	370	100.0	100.0	100.0
CM057398.1.g1596.t1	5061.CADANGAP00013932	1.87e-76	234.0	1	198	1	198	99.0	100.0	100.0
CM057398.1.g1597.t1	5061.CADANGAP00013933	0.0	1138.0	1	732	1	787	91.0	100.0	100.0
CM057398.1.g1598.t1	5061.CADANGAP00013934	1.11e-97	284.0	1	140	1	140	98.6	99.3	95.2
CM057398.1.g1599.t1	5061.CADANGAP00013935	9.86e-138	392.0	1	224	1	224	100.0	100.0	100.0
CM057398.1.g1600.t1	40384.G7XSV6	7.81e-88	258.0	1	137	1	137	100.0	100.0	100.0
CM057398.1.g1601.t1	5061.CADANGAP00013937	1.42e-247	680.0	1	353	1	353	99.7	100.0	100.0
CM057398.1.g1602.t1	40384.G7XSV8	2.34e-265	727.0	1	377	1	377	95.2	100.0	100.0
CM057398.1.g1603.t1	5061.CADANGAP00013938	6.82e-307	852.0	1	421	1	421	99.5	97.0	51.7
CM057398.1.g1604.t1	5061.CADANGAP00013939	5.35e-267	730.0	4	366	1	363	98.3	99.2	100.0
CM057398.1.g1605.t1	5061.CADANGAP00013941	0.0	954.0	1	508	1	508	100.0	100.0	100.0
CM057398.1.g1606.t1	5061.CADANGAP00013942	1.14e-271	748.0	1	444	1	423	93.2	100.0	100.0
CM057398.1.g1607.t1	5061.CADANGAP00013943	0.0	1167.0	1	641	1	621	96.4	100.0	100.0
CM057398.1.g1608.t1	5061.CADANGAP00013944	5.06e-231	640.0	1	379	1	378	98.7	100.0	100.0
CM057398.1.g1609.t1	40384.G7XSW5	1.94e-271	745.0	1	409	1	409	96.1	100.0	100.0
CM057398.1.g1610.t1	40384.G7XSW6	0.0	1088.0	1	565	1	565	99.8	100.0	100.0
CM057398.1.g1611.t1	5061.CADANGAP00013947	0.0	1041.0	1	528	1	547	94.7	100.0	100.0
CM057398.1.g1612.t1	5061.CADANGAP00013948	6.51e-179	499.0	1	269	1	269	97.8	100.0	100.0
CM057398.1.g1613.t1	40384.G7XSW9	0.0	1642.0	1	908	1	908	92.5	100.0	100.0
CM057398.1.g1614.t1	33178.CADATEAP00006260	2.48e-80	238.0	1	119	1	119	100.0	100.0	100.0
CM057398.1.g1615.t1	5061.CADANGAP00013951	0.0	1154.0	1	609	1	609	100.0	100.0	100.0
CM057398.1.g1616.t1	5061.CADANGAP00013952	0.0	1964.0	1	1095	1	1095	99.9	100.0	100.0
CM057398.1.g1617.t1	5061.CADANGAP00013953	5.96e-226	628.0	1	347	1	425	80.2	100.0	100.0
CM057398.1.g1618.t1	5061.CADANGAP00013954	2.06e-313	854.0	1	443	1	443	100.0	100.0	100.0
CM057398.1.g1619.t1	5061.CADANGAP00013955	2.27e-46	151.0	1	108	1	108	100.0	100.0	100.0
CM057398.1.g1620.t1	5061.CADANGAP00013956	1.25e-240	660.0	1	324	1	324	100.0	100.0	100.0
CM057398.1.g1621.t1	40384.G7XSX7	0.0	1279.0	1	737	1	739	95.7	100.0	100.0
CM057398.1.g1622.t1	5061.CADANGAP00013958	0.0	1164.0	1	602	1	602	100.0	100.0	100.0
CM057398.1.g1623.t1	5061.CADANGAP00013959	3.58e-239	658.0	1	340	1	340	99.7	100.0	100.0
CM057398.1.g1624.t1	5061.CADANGAP00013960	0.0	1043.0	2	546	1	545	98.9	99.8	100.0
CM057398.1.g1625.t1	5061.CADANGAP00013961	0.0	1327.0	1	767	1	767	99.6	100.0	100.0
CM057398.1.g1626.t1	1108849.XP_002569068.1	4.04e-62	195.0	2	140	12	159	70.2	89.7	89.2
CM057398.1.g1627.t1	5061.CADANGAP00013963	2.13e-253	695.0	5	354	1	350	99.4	98.9	100.0
CM057398.1.g1628.t1	40384.G7XSY3	0.0	2263.0	1	1219	1	1218	96.5	100.0	100.0
CM057398.1.g1629.t1	40384.G7XSY5	0.0	1685.0	1	948	1	947	93.1	100.0	100.0
CM057398.1.g1630.t1	40384.G7XSY6	1.79e-306	834.0	1	414	1	414	99.8	100.0	100.0
CM057398.1.g1631.t1	40384.G7XSY7	0.0	869.0	1	451	1	451	96.5	100.0	100.0
CM057398.1.g1632.t1	40384.G7XSY8	0.0	1437.0	92	877	74	859	95.4	89.6	91.5
CM057398.1.g1633.t1	40384.G7XSY9	3.05e-175	493.0	1	314	1	288	82.5	100.0	100.0
CM057398.1.g1634.t1	40384.G7XSZ0	1.18e-172	482.0	1	251	1	251	95.6	100.0	100.0
CM057398.1.g1635.t1	40384.G7XSZ1	1.87e-289	790.0	1	399	1	399	95.0	100.0	100.0
CM057398.1.g1636.t1	40384.G7XSZ2	0.0	1437.0	1	801	1	806	90.8	100.0	100.0
CM057398.1.g1637.t1	40384.G7XSZ3	1.54e-137	389.0	1	193	1	193	100.0	100.0	100.0
CM057398.1.g1638.t1	5061.CADANGAP00013970	6.07e-252	691.0	1	350	1	350	100.0	100.0	100.0
CM057398.1.g1639.t1	5061.CADANGAP00013971	3.13e-283	779.0	1	456	1	458	98.9	100.0	100.0
CM057398.1.g1640.t1	40384.G7XSZ6	0.0	890.0	1	443	1	443	99.8	99.8	100.0
CM057398.1.g1641.t1	5061.CADANGAP00013981	4.81e-253	695.0	1	367	1	367	100.0	100.0	100.0
CM057398.1.g1642.t1	40384.G7XSZ8	3.67e-310	853.0	1	525	1	527	87.6	100.0	100.0
CM057398.1.g1643.t1	5061.CADANGAP00013984	2.12e-81	241.0	1	119	1	119	100.0	100.0	100.0
CM057398.1.g1644.t1	5061.CADANGAP00013987	1.89e-188	524.0	1	271	1	271	100.0	100.0	100.0
CM057398.1.g1645.t1	5061.CADANGAP00013988	0.0	868.0	1	436	1	443	97.5	100.0	100.0
CM057398.1.g1646.t1	5061.CADANGAP00013990	4.05e-313	855.0	1	430	55	484	100.0	100.0	88.8
CM057398.1.g1647.t1	5061.CADANGAP00013992	5.18e-291	795.0	1	416	1	416	99.8	100.0	100.0
CM057398.1.g1648.t1	40384.G7XT03	0.0	1313.0	1	668	61	731	96.7	100.0	91.8
CM057398.1.g1649.t1	40384.G7XT04	3.03e-276	756.0	1	393	1	393	100.0	100.0	100.0
CM057398.1.g1650.t1	5061.CADANGAP00013996	8.04e-313	852.0	1	438	1	438	100.0	100.0	100.0
CM057398.1.g1651.t1	5061.CADANGAP00013997	1.25e-112	332.0	1	266	1	266	100.0	100.0	100.0
CM057398.1.g1652.t1	40384.G7XT07	6.91e-176	493.0	1	268	1	261	95.9	92.4	92.2
CM057398.1.g1653.t1	5061.CADANGAP00014000	0.0	1926.0	1	1008	1	1008	99.7	100.0	100.0
CM057398.1.g1654.t1	5061.CADANGAP00014002	0.0	941.0	1	480	1	480	99.6	100.0	100.0
CM057398.1.g1655.t1	5061.CADANGAP00014003	0.0	1513.0	1	846	1	846	99.9	100.0	100.0
CM057398.1.g1656.t1	40384.G7XT11	1.74e-290	797.0	45	452	1	408	94.4	85.2	95.3
CM057398.1.g1657.t1	40384.G7XT12	1.28e-138	393.0	1	211	1	211	96.7	100.0	100.0
CM057398.1.g1658.t1	5061.CADANGAP00014007	1.45e-73	227.0	1	120	1	120	98.3	60.6	60.6
CM057398.1.g1659.t1	40384.G7XT14	0.0	966.0	1	536	1	568	88.5	100.0	100.0
CM057398.1.g1660.t1	5061.CADANGAP00014009	1.38e-158	446.0	1	229	1	229	100.0	98.7	93.1
CM057398.1.g1661.t1	5061.CADANGAP00014010	0.0	1267.0	1	844	1	863	96.9	100.0	100.0
CM057398.1.g1662.t1	5061.CADANGAP00014012	3.67e-183	510.0	1	256	20	275	100.0	100.0	93.1
CM057398.1.g1663.t1	5061.CADANGAP00014014	4.02e-194	541.0	1	311	1	311	99.0	100.0	100.0
CM057398.1.g1664.t1	40384.G7XT20	9.11e-118	337.0	1	173	1	173	100.0	100.0	100.0
CM057398.1.g1665.t1	5061.CADANGAP00014018	3.06e-239	663.0	1	397	1	397	99.7	100.0	100.0
CM057398.1.g1666.t1	5061.CADANGAP00014020	2.21e-148	418.0	1	220	1	220	99.5	100.0	100.0
CM057398.1.g1667.t1	5061.CADANGAP00014021	6.21e-202	558.0	1	269	1	269	100.0	100.0	100.0
CM057398.1.g1668.t1	40384.G7XT27	0.0	3506.0	1088	3000	1	1913	94.0	63.8	100.0
CM057398.1.g1669.t1	40384.G7XT28	0.0	1190.0	1	718	1	728	83.4	100.0	100.0
CM057398.1.g1670.t1	40384.G7XT22	0.0	2064.0	1	1222	1	1226	97.1	100.0	100.0
CM057398.1.g1671.t1	5059.CADAFLAP00003151	0.0	999.0	1	833	1	682	62.6	99.2	99.1
CM057398.1.g1672.t1	5061.CADANGAP00014031	8.91e-113	326.0	26	202	1	177	98.9	87.6	100.0
CM057398.1.g1673.t1	40384.G7XT31	1.72e-160	450.0	1	234	1	234	94.0	100.0	97.9
CM057398.1.g1674.t1	5061.CADANGAP00014035	6.5e-91	298.0	1	260	1	422	55.2	60.9	55.9
CM057398.1.g1675.t1	5061.CADANGAP00014036	1.42e-133	379.0	1	193	1	193	99.0	100.0	100.0
CM057398.1.g1676.t1	5061.CADANGAP00014038	1.21e-209	579.0	1	289	1	289	100.0	100.0	100.0
CM057398.1.g1677.t1	40384.G7XT35	1.06e-184	513.0	1	260	1	260	98.8	100.0	100.0
CM057398.1.g1678.t1	5061.CADANGAP00014041	5.46e-187	519.0	1	260	1	260	100.0	100.0	100.0
CM057398.1.g1679.t1	5061.CADANGAP00014042	1.67e-176	493.0	1	259	1	259	100.0	100.0	100.0
CM057398.1.g1680.t1	5061.CADANGAP00014043	0.0	1045.0	1	546	123	651	96.9	100.0	81.3
CM057398.1.g1681.t1	5061.CADANGAP00014044	0.0	2728.0	17	1467	167	1617	99.3	98.9	89.7
CM057398.1.g1682.t1	5061.CADANGAP00014045	1.5e-167	468.0	1	235	1	235	100.0	100.0	100.0
CM057398.1.g1683.t1	5061.CADANGAP00014046	4.43e-173	484.0	1	245	35	279	100.0	100.0	87.8
CM057398.1.g1684.t1	5061.CADANGAP00014047	7.07e-256	704.0	5	380	9	385	95.8	98.9	97.9
CM057398.1.g1685.t1	5061.CADANGAP00014048	1.89e-31	114.0	1	63	1	63	100.0	58.3	58.3
CM057398.1.g1686.t1	5061.CADANGAP00014049	3.63e-179	500.0	1	244	57	300	99.6	100.0	81.3
CM057398.1.g1687.t1	40384.G7XT46	4e-203	563.0	1	297	1	297	98.3	100.0	100.0
CM057398.1.g1688.t1	5061.CADANGAP00014052	1.06e-141	400.0	1	210	1	210	99.0	100.0	100.0
CM057398.1.g1689.t1	5061.CADANGAP00014053	0.0	1247.0	1	647	1	694	93.1	100.0	100.0
CM057398.1.g1690.t1	40384.G7XT49	0.0	2253.0	1	1239	1	1239	94.0	100.0	100.0
CM057398.1.g1691.t1	40384.G7XT50	1.3e-151	437.0	1	304	1	316	74.1	100.0	76.9
CM057398.1.g1692.t1	40384.G7XT51	1.18e-208	580.0	1	316	25	340	94.9	100.0	92.9
CM057398.1.g1693.t1	5061.CADANGAP00002761	7.13e-313	852.0	1	432	1	432	98.1	100.0	100.0
CM057398.1.g1694.t1	5061.CADANGAP00002762	1.49e-275	753.0	1	373	1	373	98.9	100.0	100.0
CM057398.1.g1695.t1	5061.CADANGAP00002763	5.42e-210	595.0	1	304	350	653	97.4	100.0	46.6
CM057398.1.g1697.t1	5061.CADANGAP00002765	1.53e-159	447.0	8	227	1	220	98.6	96.9	100.0
CM057398.1.g1698.t1	5061.CADANGAP00002766	3.16e-188	523.0	1	264	1	264	100.0	100.0	100.0
CM057398.1.g1699.t1	5061.CADANGAP00002767	3.07e-210	582.0	1	303	1	303	97.7	100.0	100.0
CM057398.1.g1700.t1	5061.CADANGAP00002768	0.0	1144.0	1	632	1	628	97.6	100.0	100.0
CM057398.1.g1701.t1	5061.CADANGAP00002769	0.0	1157.0	1	642	1	618	91.1	99.8	99.8
CM057398.1.g1702.t1	5061.CADANGAP00002771	0.0	1337.0	1	710	236	945	99.4	100.0	75.1
CM057398.1.g1703.t1	5061.CADANGAP00002772	0.0	1592.0	1	805	22	826	98.9	100.0	97.5
CM057398.1.g1704.t1	5061.CADANGAP00002773	0.0	1280.0	1	691	1	799	84.1	98.2	98.3
CM057398.1.g1705.t1	5061.CADANGAP00002774	0.0	1010.0	25	631	93	698	90.5	96.2	86.8
CM057398.1.g1706.t1	5061.CADANGAP00002775	0.0	1253.0	1	641	1	634	96.1	94.5	99.1
CM057398.1.g1707.t1	5061.CADANGAP00002777	0.0	1233.0	1	587	1	587	98.8	100.0	100.0
CM057398.1.g1708.t1	5061.CADANGAP00002778	1.6e-209	586.0	186	470	1	285	100.0	60.6	100.0
CM057398.1.g1709.t1	5061.CADANGAP00002780	3.34e-313	855.0	1	452	1	474	89.7	100.0	100.0
CM057398.1.g1710.t1	5061.CADANGAP00002781	2.22e-173	483.0	1	243	1	243	98.4	100.0	100.0
CM057398.1.g1711.t1	5059.CADAFLAP00005228	2.85e-122	372.0	2	416	37	456	47.3	96.3	82.2
CM057398.1.g1712.t1	5061.CADANGAP00002783	0.0	1832.0	1	907	1	907	98.6	100.0	100.0
CM057398.1.g1713.t1	40384.G7XBT0	0.0	1156.0	1	607	1	607	92.8	100.0	100.0
CM057398.1.g1714.t1	5061.CADANGAP00002785	0.0	1157.0	1	577	1	577	98.1	100.0	100.0
CM057398.1.g1715.t1	5061.CADANGAP00002786	0.0	1018.0	51	591	59	708	81.5	91.5	91.8
CM057398.1.g1716.t1	5061.CADANGAP00002787	0.0	1145.0	1	574	1	574	98.3	100.0	100.0
CM057398.1.g1717.t1	5061.CADANGAP00002788	2.36e-112	324.0	1	180	1	180	98.9	100.0	100.0
CM057398.1.g1718.t1	5061.CADANGAP00002789	1.05e-171	481.0	1	229	69	297	99.6	100.0	77.1
CM057398.1.g1719.t1	5061.CADANGAP00002790	0.0	1197.0	17	715	31	729	99.1	90.2	87.3
CM057398.1.g1720.t1	5061.CADANGAP00002791	0.0	1096.0	1	564	1	564	99.8	100.0	100.0
CM057398.1.g1721.t1	5061.CADANGAP00002792	3.93e-117	338.0	1	211	1	211	98.1	100.0	100.0
CM057398.1.g1722.t1	40384.G7XBR9	0.0	1314.0	1	696	1	696	95.5	100.0	100.0
